静若幽兰	59	2	29.5
不死鸟cj	239	2	119.5
闷骚不是...	57	2	28.5
溦雨尘	75	2	37.5
Sunshine吻痕	70	2	35.0
我敲萌der	54	2	27.0
你的下路...	88	2	44.0
evil佂菡	54	2	27.0
五仁前锋...	53	2	26.5
我是尼巴...	53	2	26.5
林淋淋0000000	53	2	26.5
夙月	52	2	26.0
何处寻苍...	197	2	98.5
Imistaking	52	2	26.0
天体战士	51	2	25.5
憋文如便秘	50	2	25.0
月满西楼Q...	48	2	24.0
麦克伊文...	59	2	29.5
旋律	47	2	23.5
松冈茉优	61	2	30.5
睡觉觉了	46	2	23.0
空空荡荡...	46	2	23.0
春树暮云	45	2	22.5
颤抖完...	61	2	30.5
六君君	44	2	22.0
番茄炒鸡...	44	2	22.0
艾格少吃点	70	2	35.0
油菜菇凉	43	2	21.5
zyn9年	43	2	21.5
一己思欲	42	2	21.0
各族入民...	42	2	21.0
assassinundead	41	2	20.5
丨丶梦魇	40	2	20.0
小术士插...	39	2	19.5
蓝月亮	61	2	30.5
Mogami	79	2	39.5
中国·成都	38	2	19.0
一束	38	2	19.0
GAlt	38	2	19.0
我喜欢所...	168	2	84.0
蜀中隐逸	37	2	18.5
极品V傲视	37	2	18.5
活塞的麦迪	59	2	29.5
我真的有...	36	2	18.0
鳗鱼饭好次	47	2	23.5
q无独有呕p	36	2	18.0
无奈的一...	35	2	17.5
欧欧欧欧呼	61	2	30.5
那谁你钱...	35	2	17.5
陌上人	35	2	17.5
岁岁平安	54	2	27.0
苍小玄	34	2	17.0
untold7	50	2	25.0
鱼鱼鱼鱼...	46	2	23.0
世界第一...	33	2	16.5
如月Ene	33	2	16.5
星海之簜	32	2	16.0
萌萌萌丶...	32	2	16.0
卡卡	43	2	21.5
昨天涯	31	2	15.5
永恒的不...	31	2	15.5
我也曾上...	31	2	15.5
蜡笔小剑	31	2	15.5
建议击毙	54	2	27.0
星空下无敌k	42	2	21.0
派大卡卡	30	2	15.0
看w不见463	30	2	15.0
古灵爱...	30	2	15.0
WEXOMG李星	30	2	15.0
情书四月...	29	2	14.5
带哥们何...	29	2	14.5
偶数萨	190	2	95.0
xingrongF	28	2	14.0
支持爱爱...	27	2	13.5
淹死哒fish	57	2	28.5
夏洛克	27	2	13.5
三五成群	26	2	13.0
基督教德...	26	2	13.0
印度恒河...	25	2	12.5
无声丶丶...	40	2	20.0
我是你的...	25	2	12.5
提莫队长	25	2	12.5
司带娃	25	2	12.5
爱着你温柔	25	2	12.5
最爱123456lkhf	24	2	12.0
阡陌尘弥	24	2	12.0
狠人杀啊	35	2	17.5
homeblacktiny	114	2	57.0
bp	24	2	12.0
最多丶七...	55	2	27.5
长颈鹿	23	2	11.5
雨落汐尘	23	2	11.5
天凉好Fa...	23	2	11.5
轻媚丶	23	2	11.5
花花真是...	23	2	11.5
东哥傲世	23	2	11.5
安安安安嘤	23	2	11.5
CDPR	215	2	107.5
这不科学T...	22	2	11.0
雁过月前...	22	2	11.0
谁扔的炮...	44	2	22.0
马恩列毛...	22	2	11.0
灰澄时代	22	2	11.0
超爱皮卡...	22	2	11.0
为什么这...	21	2	10.5
天才可...	46	2	23.0
马儒绿	21	2	10.5
鬼脚7	21	2	10.5
苍生问道...	21	2	10.5
不悔处给手	21	2	10.5
flystrong33333	21	2	10.5
年	20	2	10.0
大鼻子露...	31	2	15.5
Q都能Q歪	39	2	19.5
qzhaoruiyang	72	2	36.0
Macchi	20	2	10.0
张日山	19	2	9.5
孙没山	19	2	9.5
李鹤与	102	2	51.0
来自...	19	2	9.5
单枪奥巴马	19	2	9.5
卩小虾米o0	51	2	25.5
尝涩	19	2	9.5
v我心自由v	19	2	9.5
Hank_瞿申图	19	2	9.5
我是个好...	18	2	9.0
如隔山如...	18	2	9.0
心中尚未...	30	2	15.0
小年年的...	17	2	8.5
网络监督...	17	2	8.5
满天都是...	17	2	8.5
好烦银	17	2	8.5
浮空滑铲	17	2	8.5
恶了脏	17	2	8.5
zz5697717	17	2	8.5
7_先森	17	2	8.5
一年6冠...	29	2	14.5
小碎骨便...	16	2	8.0
好魂纸	16	2	8.0
风吟鸟唱	46	2	23.0
风起无情...	16	2	8.0
夕心大码	30	2	15.0
我们又是...	15	2	7.5
蓝冰	15	2	7.5
涵在心中1...	15	2	7.5
暴走de多比	15	2	7.5
yhh	47	2	23.5
Gakkii	15	2	7.5
Deathsole	15	2	7.5
仙宝贝...	27	2	13.5
深深深深...	25	2	12.5
就当我没...	14	2	7.0
旧夜凉枫	14	2	7.0
狗二刘口...	35	2	17.5
巴索·修...	14	2	7.0
B吧务团...	14	2	7.0
blue	25	2	12.5
最爱lisa127	13	2	6.5
战场原黑...	25	2	12.5
与秋逐鹿	13	2	6.5
烟柳断...	13	2	6.5
帅气的韩...	27	2	13.5
神灯兰帕...	13	2	6.5
蚍蜉蜉蝣	13	2	6.5
你是真sb	13	2	6.5
零毁	13	2	6.5
蓝言遇8	13	2	6.5
不舍昼夜	13	2	6.5
TalosHunter112	13	2	6.5
kdaboom	13	2	6.5
55他敌人的	13	2	6.5
缒逑S哀	12	2	6.0
豫南小霸...	40	2	20.0
深海鱼	33	2	16.5
沙漏二十五	12	2	6.0
龙骑士_志平	24	2	12.0
患者	12	2	6.0
花之舞儿	12	2	6.0
风尘隐侠	12	2	6.0
不归	12	2	6.0
ustc	64	2	32.0
heart兮丶夜	27	2	13.5
只有一次...	11	2	5.5
万能的民...	11	2	5.5
唐三藏555	11	2	5.5
欧兹	28	2	14.0
马冬梅	11	2	5.5
机智的沐...	11	2	5.5
风雅颂华	11	2	5.5
第一口	11	2	5.5
编曲的小...	11	2	5.5
Jaoneassy	11	2	5.5
只混不c	10	2	5.0
下一届还...	10	2	5.0
书生不做饭	10	2	5.0
青ZJQC春	10	2	5.0
拉哈哈	10	2	5.0
克里斯蒂...	10	2	5.0
节奏狗没...	10	2	5.0
剑姬的本...	10	2	5.0
奋发无敌...	10	2	5.0
第一adc	10	2	5.0
稻叶	10	2	5.0
悲催的暮光i	10	2	5.0
Waitss	24	2	12.0
lI	10	2	5.0
gdpxiaoji	10	2	5.0
一刀一个...	9	2	4.5
你说他像我	9	2	4.5
你开始了	9	2	4.5
懒混吃...	9	2	4.5
就是傻傻...	9	2	4.5
简龘	29	2	14.5
加藤段藏	22	2	11.0
等等我qaq	42	2	21.0
边边的怪吼	9	2	4.5
wanghy911	9	2	4.5
JOE	9	2	4.5
aiyuexuan	9	2	4.5
袁大人来了	8	2	4.0
育碧成...	43	2	21.5
一口仨馒...	8	2	4.0
血染江山...	8	2	4.0
小妖尤尤o	8	2	4.0
下一个Atum	8	2	4.0
释明空带...	8	2	4.0
